Obs;Make;Model;Cylinders;Horsepower;MPG_City;MPG_Highway;Weight;Wheelbase;Year;Milage
73;Chevrolet;Impala 4dr;6;180;21;32;3465;111,2014,8101
74;Chevrolet;Malibu 4dr;4;145;24;34;3174;106,2015,3884
75;Chevrolet;Malibu LS 4dr;6;200;22;30;3297;106,2016,19085
76;Chevrolet;Monte Carlo LS 2dr;6;180;21;32;3340;111,2017,16352
77;Chevrolet;Impala LS 4dr;6;200;20;30;3476;111,2018,33585
78;Chevrolet;Impala SS 4dr;6;240;18;28;3606;111,2019,3972
79;Chevrolet;Malibu LT 4dr;6;200;23;32;3315;106,2020,11439
80;Chevrolet;Monte Carlo SS 2dr;6;200;18;28;3434;111,2018,24316
81;Chevrolet;Astro;6;190;14;17;4605;111,2011,5367
82;Chevrolet;Venture LS;6;185;19;26;3699;112,2012,17511
83;Chevrolet;Corvette 2dr;8;350;18;25;3246;105,2013,30724
84;Chevrolet;Corvette convertible 2dr;8;350;18;25;3248;105,2014,27098
85;Chevrolet;Avalanche 1500;8;295;14;18;5678;130,2015,6186
86;Chevrolet;Colorado Z85;4;175;18;23;3623;111,2016,12086
87;Chevrolet;Silverado 1500 Regular Cab;6;200;15;21;4142;119,2017,26931
88;Chevrolet;Silverado SS;8;300;13;17;4804;144,2018,9839
89;Chevrolet;SSR;8;300;16;19;4760;116,2019,3767
90;Chevrolet;Malibu Maxx LS;6;200;22;30;3458;112,2020,27989
91;Chrysler;PT Cruiser 4dr;4;150;22;29;3101;103,2018,20218
92;Chrysler;PT Cruiser Limited 4dr;4;150;22;29;3105;103,2011,6589
93;Chrysler;Sebring 4dr;4;150;22;30;3173;108,2012,18994
94;Chrysler;Sebring Touring 4dr;6;200;21;28;3222;108,2013,21670
95;Chrysler;300M 4dr;6;250;18;27;3581;113,2014,29438
96;Chrysler;Concorde LX 4dr;6;200;21;29;3479;113,2015,20136
97;Chrysler;Concorde LXi 4dr;6;232;19;27;3548;113,2016,8065
98;Chrysler;PT Cruiser GT 4dr;4;220;21;27;3217;103,2017,23498
99;Chrysler;Sebring convertible 2dr;4;150;22;30;3357;106,2018,17236
100;Chrysler;300M Special Edition 4dr;6;255;18;27;3650;113,2019,11929
101;Chrysler;Sebring Limited convertible 2dr;6;200;21;28;3448;106,2020,10571
102;Chrysler;Town and Country LX;6;180;19;26;4068;119,2018,18966
103;Chrysler;Town and Country Limited;6;215;18;25;4331;119,2011,2251
104;Chrysler;Crossfire 2dr;6;215;17;25;3060;95,2012,18388
105;Chrysler;Pacifica;6;250;17;23;4675;116,2013,17694
106;Dodge;Durango SLT;8;230;15;21;4987;119,2014,27479
107;Dodge;Neon SE 4dr;4;132;29;36;2581;105,2015,13823
108;Dodge;Neon SXT 4dr;4;132;29;36;2626;105,2016,7578
109;Dodge;Intrepid SE 4dr;6;200;21;29;3469;113,2017,14178
110;Dodge;Stratus SXT 4dr;4;150;21;28;3182;108,2018,17222
111;Dodge;Stratus SE 4dr;4;150;21;28;3175;108,2019,6943
112;Dodge;Intrepid ES 4dr;6;232;18;27;3487;113,2020,24062
113;Dodge;Caravan SE;4;150;20;26;3862;113,2018,8706
114;Dodge;Grand Caravan SXT;6;215;18;25;4440;119,2011,31946
115;Dodge;Viper SRT-10 convertible 2dr;10;500;12;20;3410;99,2012,2681
116;Dodge;Dakota Regular Cab;6;210;16;22;3714;112,2013,6536
117;Dodge;Dakota Club Cab;6;210;16;22;3829;131,2014,14804
118;Dodge;Ram 1500 Regular Cab ST;6;215;16;21;4542;121,2015,4336
119;Ford;Excursion 6.8 XLT;10;310;10;13;7190;137,2016,14794
120;Ford;Expedition 4.6 XLT;8;232;15;19;5000;119,2017,22667
121;Ford;Explorer XLT V6;6;210;15;20;4463;114,2018,26316
122;Ford;Escape XLS;6;201;18;23;3346;103,2019,25002
123;Ford;Focus ZX3 2dr hatch;4;130;26;33;2612;103,2020,27720
124;Ford;Focus LX 4dr;4;110;27;36;2606;103,2018,10822
125;Ford;Focus SE 4dr;4;130;26;33;2606;103,2011,15077
126;Ford;Focus ZX5 5dr;4;130;26;33;2691;103,2012,17483
127;Ford;Focus SVT 2dr;4;170;21;28;2750;103,2013,12651
128;Ford;Taurus LX 4dr;6;155;20;27;3306;109,2014,2493
129;Ford;Taurus SES Duratec 4dr;6;201;19;26;3313;109,2015,27595
130;Ford;Crown Victoria 4dr;8;224;17;25;4057;115,2016,14270
131;Ford;Crown Victoria LX 4dr;8;224;17;25;4057;115,2017,17535
132;Ford;Crown Victoria LX Sport 4dr;8;239;17;25;4057;115,2018,13397
133;Ford;Freestar SE;6;193;17;23;4275;121,2019,15177
134;Ford;Mustang 2dr (convertible);6;193;20;29;3290;101,2020,17034
135;Ford;Mustang GT Premium convertible 2dr;8;260;17;25;3347;101,2018,22763
136;Ford;Thunderbird Deluxe convert w/hardtop 2d;8;280;17;24;3780;107,2011,20018
137;Ford;F-150 Regular Cab XL;8;231;15;19;4788;126,2012,31349
138;Ford;F-150 Supercab Lariat;8;300;14;18;5464;133,2013,13446
139;Ford;Ranger 2.3 XL Regular Cab;4;143;24;29;3028;111,2014,24383
140;Ford;Focus ZTW;4;130;26;33;2702;103,2015,28753
141;Ford;Taurus SE;6;155;19;26;3497;109,2016,5021
142;GMC;Envoy XUV SLE;6;275;15;19;4945;129,2017,18523
143;GMC;Yukon 1500 SLE;8;285;16;19;5042;116,2018,3839
144;GMC;Yukon XL 2500 SLT;8;325;13;17;6133;130,2019,31844
145;GMC;Safari SLE;6;190;16;20;4309;111,2020,18160
146;GMC;Canyon Z85 SL Regular Cab;4;175;18;25;3351;111,2018,24766
147;GMC;Sierra Extended Cab 1500;8;285;17;20;4548;144,2011,16689
148;GMC;Sierra HD 2500;8;300;13;18;5440;133,2012,21105
149;GMC;Sonoma Crew Cab;6;190;15;19;4083;123,2013,1516
150;Honda;Civic Hybrid 4dr manual (gas/electric);4;93;46;51;2732;103,2014,23915
151;Honda;Insight 2dr (gas/electric);3;73;60;66;1850;95,2015,26536
152;Honda;Pilot LX;6;240;17;22;4387;106,2016,17449
153;Honda;CR-V LX;4;160;21;25;3258;103,2017,6539
154;Honda;Element LX;4;160;21;24;3468;101,2018,17376
155;Honda;Civic DX 2dr;4;115;32;38;2432;103,2019,11535
156;Honda;Civic HX 2dr;4;117;36;44;2500;103,2020,25097
157;Honda;Civic LX 4dr;4;115;32;38;2513;103,2018,32557
158;Honda;Accord LX 2dr;4;160;26;34;2994;105,2011,14302
159;Honda;Accord EX 2dr;4;160;26;34;3047;105,2012,2484
160;Honda;Civic EX 4dr;4;127;32;37;2601;103,2013,32306
161;Honda;Civic Si 2dr hatch;4;160;26;30;2782;101,2014,10308
162;Honda;Accord LX V6 4dr;6;240;21;30;3349;108,2015,32673
163;Honda;Accord EX V6 2dr;6;240;21;30;3294;105,2016,22810
164;Honda;Odyssey LX;6;240;18;25;4310;118,2017,33033
165;Honda;Odyssey EX;6;240;18;25;4365;118,2018,2241
166;Honda;S2000 convertible 2dr;4;240;20;25;2835;95,2019,4058
167;Hummer;H2;8;316;10;12;6400;123,2020,15421
168;Hyundai;Santa Fe GLS;6;173;20;26;3549;103,2018,27534
169;Hyundai;Accent 2dr hatch;4;103;29;33;2255;96,2011,8258
170;Hyundai;Accent GL 4dr;4;103;29;33;2290;96,2012,23408
171;Hyundai;Accent GT 2dr hatch;4;103;29;33;2339;96,2013,21667
172;Hyundai;Elantra GLS 4dr;4;138;26;34;2635;103,2014,9085
173;Hyundai;Elantra GT 4dr;4;138;26;34;2635;103,2015,27128
174;Hyundai;Elantra GT 4dr hatch;4;138;26;34;2698;103,2016,25339
175;Hyundai;Sonata GLS 4dr;6;170;19;27;3217;106,2017,9255
176;Hyundai;Sonata LX 4dr;6;170;19;27;3217;106,2018,25894
177;Hyundai;XG350 4dr;6;194;17;26;3651;108,2019,24410
178;Hyundai;XG350 L 4dr;6;194;17;26;3651;108,2020,16381
179;Hyundai;Tiburon GT V6 2dr;6;172;19;26;3023;100,2018,7557
180;Infiniti;G35 4dr;6;260;18;26;3336;112,2011,30477
181;Infiniti;G35 Sport Coupe 2dr;6;280;18;26;3416;112,2012,31115
182;Infiniti;G35 4dr;6;260;18;26;3677;112,2013,10206
183;Infiniti;I35 4dr;6;255;19;26;3306;108,2014,12708
184;Infiniti;M45 4dr;8;340;17;23;3851;110,2015,31553
185;Infiniti;Q45 Luxury 4dr;8;340;17;23;3977;113,2016,23948
186;Infiniti;FX35;6;280;16;22;4056;112,2017,8878
187;Infiniti;FX45;8;315;15;19;4309;112,2018,26023
188;Isuzu;Ascender S;6;275;15;20;4967;129,2019,31357
189;Isuzu;Rodeo S;6;193;17;21;3836;106,2020,7969
190;Jaguar;X-Type 2.5 4dr;6;192;18;26;3428;107,2018,29081
191;Jaguar;X-Type 3.0 4dr;6;227;18;25;3516;107,2011,15794
192;Jaguar;S-Type 3.0 4dr;6;235;18;26;3777;115,2012,1280
193;Jaguar;S-Type 4.2 4dr;8;294;18;28;3874;115,2013,18052
194;Jaguar;S-Type R 4dr;8;390;17;24;4046;115,2014,24873
195;Jaguar;Vanden Plas 4dr;8;294;18;28;3803;119,2015,2172
196;Jaguar;XJ8 4dr;8;294;18;28;3803;119,2016,1324
197;Jaguar;XJR 4dr;8;390;17;24;3948;119,2017,1229
198;Jaguar;XK8 coupe 2dr;8;294;18;26;3779;102,2018,33599
199;Jaguar;XK8 convertible 2dr;8;294;18;26;3980;102,2019,22425
200;Jaguar;XKR coupe 2dr;8;390;16;23;3865;102,2020,8161
201;Jaguar;XKR convertible 2dr;8;390;16;23;4042;102,2018,17180
202;Jeep;Grand Cherokee Laredo;6;195;16;21;3790;106,2011,3279
203;Jeep;Liberty Sport;4;150;20;24;3826;104,2012,12421
204;Jeep;Wrangler Sahara convertible 2dr;6;190;16;19;3575;93,2013,16023
205;Kia;Sorento LX;6;192;16;19;4112;107,2014,30860
206;Kia;Optima LX 4dr;4;138;23;30;3281;106,2015,21342
207;Kia;Rio 4dr manual;4;104;26;33;2403;95,2016,17008
208;Kia;Rio 4dr auto;4;104;25;32;2458;95,2017,7997
209;Kia;Spectra 4dr;4;124;24;32;2661;101,2018,29399
210;Kia;Spectra GS 4dr hatch;4;124;24;32;2686;101,2019,9789
211;Kia;Spectra GSX 4dr hatch;4;124;24;32;2697;101,2020,11467
212;Kia;Optima LX V6 4dr;6;170;20;27;3279;106,2018,1493
213;Kia;Amanti 4dr;6;195;17;25;4021;110,2011,32201
214;Kia;Sedona LX;6;195;16;22;4802;115,2012,32643
215;Kia;Rio Cinco;4;104;26;33;2447;95,2013,8855
216;Land Rover;Range Rover HSE;8;282;12;16;5379;113,2014,27596
217;Land Rover;Discovery SE;8;217;12;16;4576;100,2015,5478
218;Land Rover;Freelander SE;6;174;18;21;3577;101,2016,18635
219;Lexus;GX 470;8;235;15;19;4740;110,2017,30312
220;Lexus;LX 470;8;235;13;17;5590;112,2018,18714
221;Lexus;RX 330;6;230;18;24;4065;107,2019,3802
222;Lexus;ES 330 4dr;6;225;20;29;3460;107,2020,12210
223;Lexus;IS 300 4dr manual;6;215;18;25;3255;105,2018,23355
224;Lexus;IS 300 4dr auto;6;215;18;24;3285;105,2011,21278
225;Lexus;GS 300 4dr;6;220;18;25;3649;110,2012,25637
226;Lexus;GS 430 4dr;8;300;18;23;3715;110,2013,17935
227;Lexus;LS 430 4dr;8;290;18;25;3990;115,2014,26110
228;Lexus;SC 430 convertible 2dr;8;300;18;23;3840;103,2015,19767
229;Lexus;IS 300 SportCross;6;215;18;24;3410;105,2016,3715
230;Lincoln;Navigator Luxury;8;300;13;18;5969;119,2017,27121
231;Lincoln;Aviator Ultimate;8;302;13;18;4834;114,2018,7128
232;Lincoln;LS V6 Luxury 4dr;6;232;20;26;3681;115,2019,18210
233;Lincoln;LS V6 Premium 4dr;6;232;20;26;3681;115,2020,7068
234;Lincoln;LS V8 Sport 4dr;8;280;17;24;3768;115,2018,12634
235;Lincoln;LS V8 Ultimate 4dr;8;280;17;24;3768;115,2011,6460
236;Lincoln;Town Car Signature 4dr;8;239;17;25;4369;118,2012,25878
237;Lincoln;Town Car Ultimate 4dr;8;239;17;25;4369;118,2013,26992
238;Lincoln;Town Car Ultimate L 4dr;8;239;17;25;4474;124,2014,21948
239;MINI;Cooper;4;115;28;37;2524;97,2015,7600
240;MINI;Cooper S;4;163;25;34;2678;97,2016,3489
241;Mazda;Tribute DX 2.0;4;130;22;25;3091;103,2017,13568
242;Mazda;Mazda3 i 4dr;4;148;26;34;2696;104,2018,23351
243;Mazda;Mazda3 s 4dr;4;160;25;31;2762;104,2019,2141
244;Mazda;Mazda6 i 4dr;4;160;24;32;3042;105,2020,6464
245;Mazda;MPV ES;6;200;18;25;3812;112,2018,26557
246;Mazda;MX-5 Miata convertible 2dr;4;142;23;28;2387;89,2011,28560
247;Mazda;MX-5 Miata LS convertible 2dr;4;142;23;28;2387;89,2012,4439
248;Mazda;RX-8 4dr automatic;.;197;18;25;3053;106,2013,24513
249;Mazda;RX-8 4dr manual;.;238;18;24;3029;106,2014,20402
250;Mazda;B2300 SX Regular Cab;4;143;24;29;2960;112,2015,15601
251;Mazda;B4000 SE Cab Plus;6;207;15;19;3571;126,2016,19370
252;Mercedes-Benz;G500;8;292;13;14;5423;112,2017,16217
253;Mercedes-Benz;ML500;8;288;14;17;4874;111,2018,11888
254;Mercedes-Benz;C230 Sport 2dr;4;189;22;30;3250;107,2019,11363
255;Mercedes-Benz;C320 Sport 2dr;6;215;19;26;3430;107,2020,15401
256;Mercedes-Benz;C240 4dr;6;168;20;25;3360;107,2018,31109
257;Mercedes-Benz;C240 4dr;6;168;19;25;3360;107,2011,19133
258;Mercedes-Benz;C320 Sport 4dr;6;215;19;26;3430;107,2012,21515
259;Mercedes-Benz;C320 4dr;6;215;20;26;3450;107,2013,4342
260;Mercedes-Benz;C320 4dr;6;215;19;27;3450;107,2014,33185
261;Mercedes-Benz;C32 AMG 4dr;6;349;16;21;3540;107,2015,28923
262;Mercedes-Benz;CL500 2dr;8;302;16;24;4085;114,2016,3368
263;Mercedes-Benz;CL600 2dr;12;493;13;19;4473;114,2017,17872
264;Mercedes-Benz;CLK320 coupe 2dr (convertible);6;215;20;26;3770;107,2018,6473
265;Mercedes-Benz;CLK500 coupe 2dr (convertible);8;302;17;22;3585;107,2019,3674
266;Mercedes-Benz;E320 4dr;6;221;19;27;3635;112,2020,28104
267;Mercedes-Benz;E500 4dr;8;302;16;20;3815;112,2018,16672
268;Mercedes-Benz;S430 4dr;8;275;18;26;4160;122,2011,22131
269;Mercedes-Benz;S500 4dr;8;302;16;24;4390;122,2012,21181
270;Mercedes-Benz;SL500 convertible 2dr;8;302;16;23;4065;101,2013,8781
271;Mercedes-Benz;SL55 AMG 2dr;8;493;14;21;4235;101,2014,13761
272;Mercedes-Benz;SL600 convertible 2dr;12;493;13;19;4429;101,2015,28489
273;Mercedes-Benz;SLK230 convertible 2dr;4;192;21;29;3055;95,2016,1389
274;Mercedes-Benz;SLK32 AMG 2dr;6;349;17;22;3220;95,2017,25251
275;Mercedes-Benz;C240;6;168;19;25;3470;107,2018,21906
276;Mercedes-Benz;E320;6;221;19;27;3966;112,2019,26567
277;Mercedes-Benz;E500;8;302;16;24;4230;112,2020,30848
278;Mercury;Mountaineer;6;210;16;21;4374;114,2018,32574
279;Mercury;Sable GS 4dr;6;155;20;27;3308;109,2011,8382
280;Mercury;Grand Marquis GS 4dr;8;224;17;25;4052;115,2012,32025
281;Mercury;Grand Marquis LS Premium 4dr;8;224;17;25;4052;115,2013,18183
282;Mercury;Sable LS Premium 4dr;6;201;19;26;3315;109,2014,16854
283;Mercury;Grand Marquis LS Ultimate 4dr;8;224;17;25;4052;115,2015,24006
284;Mercury;Marauder 4dr;8;302;17;23;4195;115,2016,27314
285;Mercury;Monterey Luxury;6;201;16;23;4340;121,2017,18939
286;Mercury;Sable GS;6;155;19;26;3488;109,2018,7650
287;Mitsubishi;Endeavor XLS;6;215;17;21;4134;109,2019,1619
288;Mitsubishi;Montero XLS;6;215;15;19;4718;110,2020,25900
289;Mitsubishi;Outlander LS;4;160;21;27;3240;103,2018,28645
290;Mitsubishi;Lancer ES 4dr;4;120;25;31;2656;102,2011,27862
291;Mitsubishi;Lancer LS 4dr;4;120;25;31;2795;102,2012,13502
292;Mitsubishi;Galant ES 2.4L 4dr;4;160;23;30;3351;108,2013,26338
293;Mitsubishi;Lancer OZ Rally 4dr auto;4;120;25;31;2744;102,2014,25423
294;Mitsubishi;Diamante LS 4dr;6;205;18;25;3549;107,2015,12827
295;Mitsubishi;Galant GTS 4dr;6;230;18;26;3649;108,2016,24155
296;Mitsubishi;Eclipse GTS 2dr;6;210;21;28;3241;101,2017,10831
297;Mitsubishi;Eclipse Spyder GT convertible 2dr;6;210;21;28;3296;101,2018,11245
298;Mitsubishi;Lancer Evolution 4dr;4;271;18;26;3263;103,2019,8914
299;Mitsubishi;Lancer Sportback LS;4;160;25;31;3020;102,2020,26249
300;Nissan;Pathfinder Armada SE;8;305;13;19;5013;123,2018,28197
301;Nissan;Pathfinder SE;6;240;16;21;3871;106,2011,13963
302;Nissan;Xterra XE V6;6;180;17;20;3760;104,2012,27977
303;Nissan;Sentra 1.8 4dr;4;126;28;35;2513;100,2013,22138
304;Nissan;Sentra 1.8 S 4dr;4;126;28;35;2581;100,2014,24365
305;Nissan;Altima S 4dr;4;175;21;26;3039;110,2015,28598
306;Nissan;Sentra SE-R 4dr;4;165;23;28;2761;100,2016,31801
307;Nissan;Altima SE 4dr;6;245;21;26;3197;110,2017,17859
308;Nissan;Maxima SE 4dr;6;265;20;28;3473;111,2018,17377
309;Nissan;Maxima SL 4dr;6;265;20;28;3476;111,2019,23850
310;Nissan;Quest S;6;240;19;26;4012;124,2020,12742
311;Nissan;Quest SE;6;240;18;25;4175;124,2018,16291
312;Nissan;350Z coupe 2dr;6;287;20;26;3188;104,2011,17867
313;Nissan;350Z Enthusiast convertible 2dr;6;287;20;26;3428;104,2012,25087
314;Nissan;Frontier King Cab XE V6;6;180;17;20;3932;116,2013,22068
315;Nissan;Titan King Cab XE;8;305;14;18;5287;140,2014,12563
316;Nissan;Murano SL;6;245;20;25;3801;111,2015,29852
317;Oldsmobile;Alero GX 2dr;4;140;24;32;2946;107,2016,6546
318;Oldsmobile;Alero GLS 2dr;6;170;20;29;3085;107,2017,13929
319;Oldsmobile;Silhouette GL;6;185;19;26;3948;120,2018,11153
320;Pontiac;Aztekt;6;185;19;26;3779;108,2019,24331
321;Pontiac;Sunfire 1SA 2dr;4;140;24;33;2771;104,2020,30004
322;Pontiac;Grand Am GT 2dr;6;175;20;29;3118;107,2018,11814
323;Pontiac;Grand Prix GT1 4dr;6;200;20;30;3477;111,2011,2220
324;Pontiac;Sunfire 1SC 2dr;4;140;24;33;2771;104,2012,23923
325;Pontiac;Grand Prix GT2 4dr;6;200;20;30;3484;111,2013,2197
326;Pontiac;Bonneville GXP 4dr;8;275;17;20;3790;112,2014,6660
327;Pontiac;Montana;6;185;19;26;3803;112,2015,14928
328;Pontiac;Montana EWB;6;185;18;24;4431;121,2016,27179
329;Pontiac;GTO 2dr;8;340;16;20;3725;110,2017,12526
330;Pontiac;Vibe;4;130;29;36;2701;102,2018,27953
331;Porsche;Cayenne S;8;340;14;18;4950;112,2019,21455
332;Porsche;911 Carrera convertible 2dr (coupe);6;315;18;26;3135;93,2020,9124
333;Porsche;911 Carrera 4S coupe 2dr (convert);6;315;17;24;3240;93,2018,33522
334;Porsche;911 Targa coupe 2dr;6;315;18;26;3119;93,2011,26344
335;Porsche;911 GT2 2dr;6;477;17;24;3131;93,2012,6067
336;Porsche;Boxster convertible 2dr;6;228;20;29;2811;95,2013,21574
337;Porsche;Boxster S convertible 2dr;6;258;18;26;2911;95,2014,11122
338;Saab;9-3 Arc Sport 4dr;4;210;20;28;3175;105,2015,9138
339;Saab;9-3 Aero 4dr;4;210;20;28;3175;105,2016,5702
340;Saab;9-5 Arc 4dr;4;220;21;29;3470;106,2017,7175
341;Saab;9-5 Aero 4dr;4;250;21;29;3470;106,2018,11986
342;Saab;9-3 Arc convertible 2dr;4;210;21;29;3480;105,2019,1630
343;Saab;9-3 Aero convertible 2dr;4;210;21;30;3700;105,2020,10462
344;Saab;9-5 Aero;4;250;19;29;3620;106,2018,6095
345;Saturn;VUE;4;143;21;26;3381;107,2011,13104
346;Saturn;Ion1 4dr;4;140;26;35;2692;103,2012,13505
347;Saturn;lon2 4dr;4;140;26;35;2692;103,2013,21993
348;Saturn;lon3 4dr;4;140;26;35;2692;103,2014,8847
349;Saturn;lon2 quad coupe 2dr;4;140;26;35;2751;103,2015,16718
350;Saturn;lon3 quad coupe 2dr;4;140;26;35;2751;103,2016,9262
351;Saturn;L300-2 4dr;6;182;20;28;3197;107,2017,27068
352;Saturn;L300 2;4;140;24;34;3109;107,2018,3099
353;Scion;xA 4dr hatch;4;108;32;38;2340;93,2019,10307
354;Scion;xB;4;108;31;35;2425;98,2020,29108
355;Subaru;Impreza 2.5 RS 4dr;4;165;22;28;2965;99,2018,20507
356;Subaru;Legacy L 4dr;4;165;21;28;3285;104,2011,25036
357;Subaru;Legacy GT 4dr;4;165;21;28;3395;104,2012,28646
358;Subaru;Outback Limited Sedan 4dr;4;165;20;27;3495;104,2013,33306
359;Subaru;Outback H6 4dr;6;212;19;26;3610;104,2014,31367
360;Subaru;Outback H-6 VDC 4dr;6;212;19;26;3630;104,2015,9430
361;Subaru;Impreza WRX 4dr;4;227;20;27;3085;99,2016,1525
362;Subaru;Impreza WRX STi 4dr;4;300;18;24;3263;100,2017,9627
363;Subaru;Baja;4;165;21;28;3485;104,2018,24395
364;Subaru;Forester X;4;165;21;28;3090;99,2019,2665
365;Subaru;Outback;4;165;21;28;3430;104,2020,4617
366;Suzuki;XL-7 EX;6;185;18;22;3682;110,2018,15201
367;Suzuki;Vitara LX;6;165;19;22;3020;98,2011,23877
368;Suzuki;Aeno S 4dr;4;155;25;31;2676;98,2012,8587
369;Suzuki;Aerio LX 4dr;4;155;25;31;2676;98,2013,7226
370;Suzuki;Forenza S 4dr;4;119;24;31;2701;102,2014,4292
371;Suzuki;Forenza EX 4dr;4;119;22;30;2756;102,2015,4213
372;Suzuki;Verona LX 4dr;6;155;20;27;3380;106,2016,31408
373;Suzuki;Aerio SX;4;155;24;29;2932;98,2017,29329
